Programme Name,Year,Award Status,Applicant Gender,Amount Requested,Amount Funded
SFI Investigator Project Award,2012,Declined,Female,270000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1400000,1380000
SFI Investigator Project Award,2012,Awarded,Male,200000,190000
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Project Award,2012,Declined,Male,160000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1000000,
SFI Investigator Project Award,2012,Declined,Male,180000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Project Award,2012,Declined,Male,140000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1070000,
SFI Investigator Project Award,2012,Awarded,Female,220000,210000
SFI Investigator Project Award,2012,Declined,Female,170000,
SFI Investigator Project Award,2012,Declined,Female,120000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1100000,950000
SFI Investigator Project Award,2012,Declined,Male,160000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,800000,
SFI Investigator Project Award,2012,Declined,Female,260000,
SFI Investigator Project Award,2012,Awarded,Male,220000,220000
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1060000,650000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,490000,
SFI Investigator Project Award,2012,Declined,Male,290000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Male,180000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,1690000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1710000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,690000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Project Award,2012,Declined,Female,200000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Declined,Female,290000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,800000,
SFI Investigator Project Award,2012,Declined,Female,200000,
SFI Investigator Project Award,2012,Declined,Female,240000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1170000,1050000
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,730000,
SFI Investigator Project Award,2012,Awarded,Female,280000,260000
SFI Investigator Project Award,2012,Declined,Female,160000,
SFI Investigator Project Award,2012,Declined,Female,230000,
SFI Investigator Project Award,2012,Declined,Male,230000,
SFI Investigator Project Award,2012,Declined,Male,290000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,500000,
SFI Investigator Project Award,2012,Declined,Male,280000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,550000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,920000,
SFI Investigator Project Award,2012,Declined,Male,280000,
SFI Investigator Project Award,2012,Awarded,Male,260000,210000
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Project Award,2012,Declined,Male,120000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1000000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1150000,1000000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1950000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1360000,
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Project Award,2012,Declined,Male,170000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1570000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Project Award,2012,Declined,Female,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1300000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1390000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1050000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,650000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1110000,1110000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,900000,
SFI Investigator Project Award,2012,Declined,Male,280000,
SFI Investigator Project Award,2012,Declined,Male,240000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,980000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Awarded,Male,300000,280000
SFI Investigator Project Award,2012,Declined,Female,130000,
SFI Investigator Project Award,2012,Awarded,Male,210000,160000
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,400000,
SFI Investigator Project Award,2012,Awarded,Male,300000,190000
SFI Investigator Project Award,2012,Awarded,Male,220000,220000
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Declined,Male,130000,
SFI Investigator Project Award,2012,Declined,Female,130000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Female,1560000,1340000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1500000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Awarded,Male,300000,270000
SFI Investigator Project Award,2012,Declined,Male,290000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Awarded,Male,290000,290000
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,800000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1600000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,900000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,2500000,2130000
SFI Investigator Project Award,2012,Declined,Male,130000,
SFI Investigator Project Award,2012,Awarded,Female,260000,250000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,840000,
SFI Investigator Project Award,2012,Awarded,Male,220000,210000
SFI Investigator Project Award,2012,Declined,Male,250000,
SFI Investigator Project Award,2012,Declined,Male,240000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1100000,
SFI Investigator Project Award,2012,Awarded,Male,140000,140000
SFI Investigator Project Award,2012,Declined,Male,160000,
SFI Investigator Project Award,2012,Declined,Male,190000,
SFI Investigator Project Award,2012,Awarded,Male,280000,280000
SFI Investigator Project Award,2012,Declined,Female,130000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,580000,560000
SFI Investigator Project Award,2012,Declined,Female,290000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,1490000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1200000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,720000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,720000,
SFI Investigator Project Award,2012,Awarded,Female,300000,250000
SFI Investigator Project Award,2012,Declined,Male,240000,
SFI Investigator Project Award,2012,Declined,Male,110000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,610000,
SFI Investigator Project Award,2012,Declined,Female,280000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1100000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1880000,
SFI Investigator Project Award,2012,Declined,Male,290000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,1000000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1000000,
SFI Investigator Project Award,2012,Declined,Male,240000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1790000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,680000,
SFI Investigator Project Award,2012,Awarded,Male,290000,190000
SFI Investigator Project Award,2012,Awarded,Male,190000,170000
SFI Investigator Project Award,2012,Declined,Male,180000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,840000,
SFI Investigator Project Award,2012,Declined,Female,240000,
SFI Investigator Project Award,2012,Awarded,Male,300000,300000
SFI Investigator Project Award,2012,Declined,Male,190000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,760000,
SFI Investigator Project Award,2012,Declined,Male,160000,
SFI Investigator Project Award,2012,Awarded,Male,180000,150000
SFI Investigator Project Award,2012,Awarded,Male,260000,250000
SFI Investigator Project Award,2012,Declined,Male,130000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1930000,1570000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1470000,
SFI Investigator Project Award,2012,Declined,Female,150000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,770000,640000
SFI Investigator Project Award,2012,Declined,Male,110000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1480000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Project Award,2012,Declined,Male,0,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1200000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,530000,
SFI Investigator Project Award,2012,Declined,Male,120000,
SFI Investigator Project Award,2012,Declined,Male,280000,
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,820000,
SFI Investigator Project Award,2012,Declined,Male,110000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1060000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,1150000,
SFI Investigator Programme/Principal Investigator Programme,2013,Declined,Male,410000,
SFI Investigator Programme/Principal Investigator Programme,2013,Awarded,Male,970000,880000
